Order No,Time from Pickup to Arrival
Order_No_27406,1056.84
Order_No_3092,2952.21
Order_No_21088,899.61
Order_No_6448,1486.11
Order_No_23769,1456.21
Order_No_2640,1289.8
Order_No_19108,1769.13
Order_No_2796,1607.29
Order_No_16473,1510.13
Order_No_2754,1288.81
Order_No_2678,1569.54
Order_No_12053,2011.8
Order_No_17071,1292.59
Order_No_4656,1310.87
Order_No_27607,1658.39
Order_No_6709,1609.44
Order_No_25036,1105.06
Order_No_16694,1079.42
Order_No_24366,2488.81
Order_No_9590,1662.88
Order_No_5658,1939.32
Order_No_13152,793.62
Order_No_27538,1342.15
Order_No_2782,1174.81
Order_No_1311,629.88
Order_No_10249,2493.91
Order_No_2624,1919.91
Order_No_27601,877.26
Order_No_4252,1565.68
Order_No_22149,1483.24
Order_No_2699,2636.55
Order_No_12371,1339.27
Order_No_14848,959.41
Order_No_10438,817.3
Order_No_23513,1679.98
Order_No_9878,1218.01
Order_No_9218,1164.9
Order_No_28256,1352.72
Order_No_25676,998.28
Order_No_26922,1476.7
Order_No_7589,991.62
Order_No_124,1584.75
Order_No_14779,1297.37
Order_No_26218,1312.57
Order_No_19977,1126.24
Order_No_14440,1436.49
Order_No_9561,1212.02
Order_No_9009,760.47
Order_No_20146,2025.97
Order_No_7718,1388.15
Order_No_16083,1306.75
Order_No_3126,913.57
Order_No_801,649.78
Order_No_5373,1457.0
Order_No_7421,680.64
Order_No_602,2996.02
Order_No_9418,1510.23
Order_No_27144,1440.4
Order_No_16792,892.29
Order_No_21252,1576.67
Order_No_21129,1501.14
Order_No_18774,1727.75
Order_No_20974,1599.3
Order_No_5267,1117.56
Order_No_25107,1144.85
Order_No_611,2393.5
Order_No_13596,1928.78
Order_No_465,858.75
Order_No_2236,2420.16
Order_No_3411,871.94
Order_No_17613,1290.57
Order_No_27381,2037.33
Order_No_26072,1370.3
Order_No_19414,2295.67
Order_No_21954,2270.59
Order_No_22538,1864.16
Order_No_10756,1783.51
Order_No_23756,1796.25
Order_No_3807,2235.91
Order_No_18694,1345.44
Order_No_27245,1071.43
Order_No_12437,791.91
Order_No_27751,1237.35
Order_No_22832,1774.56
Order_No_3904,1295.64
Order_No_5230,1086.85
Order_No_13968,926.87
Order_No_23129,666.49
Order_No_25454,1294.98
Order_No_25963,1288.98
Order_No_13552,1244.07
Order_No_2495,1331.91
Order_No_5081,1051.31
Order_No_2922,1220.55
Order_No_2016,1530.96
Order_No_1104,1609.63
Order_No_27980,1165.78
Order_No_26414,1952.65
Order_No_22882,1886.9
Order_No_18730,2267.09
Order_No_22573,1455.94
Order_No_3483,1265.01
Order_No_23613,1285.13
Order_No_13591,1613.95
Order_No_11271,1199.81
Order_No_26896,1357.69
Order_No_8184,1232.56
Order_No_19027,2827.91
Order_No_1146,1493.12
Order_No_192,1185.62
Order_No_14758,649.74
Order_No_23931,964.32
Order_No_9924,2087.93
Order_No_21201,1718.03
Order_No_12726,986.96
Order_No_25899,887.0
Order_No_26621,1673.69
Order_No_17483,1719.3
Order_No_2943,1820.98
Order_No_6923,1240.14
Order_No_181,2182.59
Order_No_19543,1351.57
Order_No_11022,1900.19
Order_No_16940,2063.7
Order_No_22316,1392.33
Order_No_24662,1583.56
Order_No_7034,2843.99
Order_No_13090,1035.9
Order_No_761,753.72
Order_No_25720,1164.76
Order_No_12467,2018.76
Order_No_16527,787.29
Order_No_15886,1477.49
Order_No_14129,1118.28
Order_No_22079,4599.93
Order_No_9552,1352.86
Order_No_28093,968.87
Order_No_3167,1125.01
Order_No_18111,696.45
Order_No_10981,1183.13
Order_No_17959,2520.4
Order_No_19855,685.5
Order_No_21278,1835.6
Order_No_5819,2369.85
Order_No_26651,1037.65
Order_No_6273,994.89
Order_No_15656,1106.11
Order_No_22,2172.63
Order_No_17367,2813.03
Order_No_257,1427.46
Order_No_15175,2233.01
Order_No_546,2069.34
Order_No_20915,917.8
Order_No_22885,1299.62
Order_No_4613,2771.12
Order_No_5473,1204.63
Order_No_4698,1032.48
Order_No_5638,1649.68
Order_No_20471,2516.8
Order_No_17954,1555.8
Order_No_14468,3124.33
Order_No_2968,1707.11
Order_No_24419,1331.99
Order_No_7674,2561.72
Order_No_26560,762.73
Order_No_15611,1244.56
Order_No_15085,2046.34
Order_No_1440,1825.83
Order_No_18237,1589.88
Order_No_8092,1648.59
Order_No_529,1594.28
Order_No_22717,1431.45
Order_No_3509,1323.45
Order_No_26201,1585.98
Order_No_20497,1103.32
Order_No_12558,1683.96
Order_No_23463,1042.49
Order_No_18978,2346.35
Order_No_5508,1758.61
Order_No_11317,715.36
Order_No_13632,1362.52
Order_No_3751,1993.63
Order_No_27592,2797.4
Order_No_25276,2094.17
Order_No_18188,1790.83
Order_No_27593,1554.34
Order_No_2022,1258.95
Order_No_4713,1056.04
Order_No_23001,1488.93
Order_No_9222,1886.24
Order_No_3417,1715.9
Order_No_3133,1298.17
Order_No_1571,1407.41
Order_No_14300,2245.11
Order_No_4825,884.01
Order_No_26248,1427.95
Order_No_22868,1238.15
Order_No_793,1206.51
Order_No_891,2586.8
Order_No_6505,1494.36
Order_No_12415,1594.52
Order_No_5850,1428.65
Order_No_12144,1861.49
Order_No_7476,1472.64
Order_No_20096,2230.33
Order_No_13743,1533.83
Order_No_4724,1441.48
Order_No_13814,1937.12
Order_No_15469,1563.82
Order_No_5324,1632.63
Order_No_11383,2772.46
Order_No_11795,1585.77
Order_No_28131,1653.93
Order_No_9343,1627.2
Order_No_14195,1368.11
Order_No_2454,1996.78
Order_No_26609,1093.72
Order_No_28252,1871.84
Order_No_23205,2435.85
Order_No_9462,1683.13
Order_No_5007,2262.34
Order_No_19715,1397.56
Order_No_18543,1195.08
Order_No_4723,901.38
Order_No_8211,2502.44
Order_No_20360,1515.01
Order_No_24462,2603.4
Order_No_25386,1062.13
Order_No_26627,3024.45
Order_No_26824,1045.69
Order_No_16072,1444.25
Order_No_26274,2045.58
Order_No_24873,1867.48
Order_No_2196,1042.06
Order_No_6178,2089.38
Order_No_4860,1197.61
Order_No_15161,3415.31
Order_No_17712,1109.79
Order_No_19520,2493.14
Order_No_1723,1652.84
Order_No_8405,832.94
Order_No_15590,1679.34
Order_No_19280,3115.33
Order_No_19525,1916.68
Order_No_12356,1002.18
Order_No_22797,1764.42
Order_No_14572,1481.36
Order_No_24329,1347.3
Order_No_8204,1643.39
Order_No_24862,1366.58
Order_No_7993,1391.34
Order_No_25182,894.8
Order_No_26175,2275.05
Order_No_22936,1805.3
Order_No_9627,1004.33
Order_No_21478,727.92
Order_No_2713,1389.33
Order_No_12912,1474.29
Order_No_9733,1602.84
Order_No_27705,1319.59
Order_No_24072,1659.25
Order_No_6066,858.89
Order_No_23990,2462.24
Order_No_15876,1334.25
Order_No_9212,2269.35
Order_No_11773,2198.36
Order_No_17001,2390.17
Order_No_19824,1541.12
Order_No_7583,1817.91
Order_No_23644,1215.0
Order_No_27423,1976.49
Order_No_1309,2052.4
Order_No_5014,832.4
Order_No_27602,2904.27
Order_No_2683,1431.01
Order_No_16570,797.83
Order_No_5495,1213.33
Order_No_11062,1593.2
Order_No_15357,939.78
Order_No_20901,1582.16
Order_No_3808,1627.01
Order_No_25818,2149.82
Order_No_3542,789.25
Order_No_22955,1704.67
Order_No_5028,2396.89
Order_No_13893,1891.4
Order_No_16106,1536.43
Order_No_7035,3102.18
Order_No_23600,1026.64
Order_No_10096,2389.07
Order_No_4422,1554.24
Order_No_10341,1554.6
Order_No_4605,1670.58
Order_No_25427,974.46
Order_No_860,2220.74
Order_No_11938,792.71
Order_No_13777,1852.32
Order_No_19433,595.18
Order_No_7271,2064.32
Order_No_3128,1510.7
Order_No_24648,1769.75
Order_No_7965,1255.26
Order_No_23539,3306.86
Order_No_620,1584.83
Order_No_16350,1136.74
Order_No_13676,1065.27
Order_No_20882,1045.68
Order_No_3166,2613.01
Order_No_3996,1242.81
Order_No_13507,835.42
Order_No_6049,1678.88
Order_No_11012,1913.14
Order_No_7826,1853.01
Order_No_11432,1555.96
Order_No_23548,1803.13
Order_No_7735,800.82
Order_No_2526,898.37
Order_No_2752,878.01
Order_No_9824,1856.23
Order_No_1993,2628.89
Order_No_715,1367.8
Order_No_287,1736.7
Order_No_13954,1824.58
Order_No_25369,987.33
Order_No_21794,1240.3
Order_No_23016,1658.41
Order_No_27703,1096.34
Order_No_22610,1884.38
Order_No_26104,1626.71
Order_No_9200,1407.7
Order_No_3963,647.74
Order_No_24998,1199.11
Order_No_24952,1811.71
Order_No_16235,2126.53
Order_No_15692,818.73
Order_No_1732,1354.02
Order_No_13963,1258.21
Order_No_25436,967.35
Order_No_12173,1234.0
Order_No_8096,1838.26
Order_No_16354,1370.43
Order_No_4998,1440.6
Order_No_19767,1414.87
Order_No_17583,1722.27
Order_No_20165,1212.72
Order_No_27413,2217.12
Order_No_18577,1105.69
Order_No_27366,1183.96
Order_No_2182,1128.71
Order_No_23384,1753.17
Order_No_23544,1091.66
Order_No_25780,1565.32
Order_No_24473,1620.26
Order_No_1017,1584.3
Order_No_4219,1397.42
Order_No_26712,1564.67
Order_No_12769,1142.28
Order_No_23300,2333.54
Order_No_12204,1466.89
Order_No_15798,694.88
Order_No_22980,1295.6
Order_No_7451,961.69
Order_No_22233,1094.37
Order_No_21329,1599.84
Order_No_3821,1498.96
Order_No_15311,1241.01
Order_No_2634,1284.36
Order_No_13267,1183.8
Order_No_18825,2033.65
Order_No_1226,1065.22
Order_No_23290,1367.06
Order_No_5187,1511.51
Order_No_24109,2642.28
Order_No_20780,746.17
Order_No_21195,720.15
Order_No_20277,1354.28
Order_No_25197,769.91
Order_No_4300,788.38
Order_No_8640,2614.08
Order_No_7512,3108.57
Order_No_1820,2244.85
Order_No_18556,2564.45
Order_No_23927,2116.19
Order_No_8005,1586.34
Order_No_2549,1761.55
Order_No_27750,897.02
Order_No_24292,1032.84
Order_No_6218,2581.62
Order_No_26297,1014.34
Order_No_26382,1757.8
Order_No_2933,673.42
Order_No_1643,3641.0
Order_No_1795,1470.96
Order_No_19055,1039.27
Order_No_16755,1806.3
Order_No_7552,1087.99
Order_No_954,1505.55
Order_No_13396,805.53
Order_No_272,958.33
Order_No_7526,1428.48
Order_No_7639,835.77
Order_No_362,1496.51
Order_No_11265,2003.1
Order_No_19991,1209.25
Order_No_2898,1709.3
Order_No_24041,1646.42
Order_No_9306,1560.73
Order_No_24256,2934.68
Order_No_3358,1799.56
Order_No_18458,1711.06
Order_No_24037,1043.28
Order_No_21745,1352.88
Order_No_24791,1945.67
Order_No_6329,519.64
Order_No_8694,1197.88
Order_No_27757,1220.2
Order_No_4758,1410.44
Order_No_14631,1553.55
Order_No_3434,1886.54
Order_No_13846,2620.2
Order_No_12622,1437.46
Order_No_9441,2664.65
Order_No_90,2599.3
Order_No_7946,2376.81
Order_No_1197,3129.64
Order_No_1201,2391.03
Order_No_23299,2055.17
Order_No_21272,1179.19
Order_No_23873,1688.77
Order_No_12427,1147.76
Order_No_22203,1631.33
Order_No_18445,1228.18
Order_No_26717,1370.31
Order_No_22256,859.39
Order_No_18400,2113.45
Order_No_9350,1398.21
Order_No_19162,1894.12
Order_No_14922,889.29
Order_No_2131,1081.1
Order_No_23408,1658.61
Order_No_2149,1667.62
Order_No_10310,2057.99
Order_No_8168,1735.76
Order_No_2601,897.96
Order_No_13698,3152.9
Order_No_26624,1611.65
Order_No_27107,980.27
Order_No_5323,909.39
Order_No_22269,615.51
Order_No_21736,1405.43
Order_No_11521,1395.96
Order_No_22671,1113.08
Order_No_7912,934.34
Order_No_5344,773.49
Order_No_21928,770.92
Order_No_7074,726.25
Order_No_13915,2208.32
Order_No_24101,2007.65
Order_No_18299,1113.47
Order_No_15816,951.96
Order_No_24483,911.61
Order_No_20072,2484.37
Order_No_14156,1742.69
Order_No_18214,805.58
Order_No_18224,2277.74
Order_No_11799,1196.88
Order_No_22357,2049.91
Order_No_25600,2573.17
Order_No_8407,941.25
Order_No_6064,1209.24
Order_No_6036,1586.71
Order_No_9128,973.37
Order_No_1426,1288.26
Order_No_19831,1096.55
Order_No_28105,2285.09
Order_No_24585,3120.04
Order_No_23807,1926.91
Order_No_24697,1618.83
Order_No_19103,1508.76
Order_No_6192,2678.65
Order_No_24346,1573.58
Order_No_9862,1438.34
Order_No_24734,1470.06
Order_No_18189,424.35
Order_No_27172,3777.35
Order_No_14011,1242.52
Order_No_20671,3156.8
Order_No_17099,1233.84
Order_No_22897,1606.41
Order_No_22494,2561.26
Order_No_4077,1341.3
Order_No_21220,1378.29
Order_No_13220,1525.41
Order_No_19174,1776.58
Order_No_18713,1163.05
Order_No_21298,445.68
Order_No_10814,1140.17
Order_No_23640,1283.35
Order_No_12642,1563.36
Order_No_14796,2865.59
Order_No_6235,1248.61
Order_No_17745,1674.56
Order_No_22977,2305.67
Order_No_13495,2416.8
Order_No_28033,807.41
Order_No_2273,965.26
Order_No_22178,2208.9
Order_No_23625,2123.18
Order_No_10849,2382.79
Order_No_26443,732.72
Order_No_20259,2414.22
Order_No_15020,907.01
Order_No_20222,1847.68
Order_No_1227,794.45
Order_No_14684,1209.18
Order_No_7219,1182.76
Order_No_23991,1690.25
Order_No_3544,883.51
Order_No_12140,1900.53
Order_No_16428,1428.5
Order_No_24237,1084.51
Order_No_20812,1307.59
Order_No_17969,1076.17
Order_No_7106,1614.57
Order_No_25181,1171.49
Order_No_20059,2475.51
Order_No_11464,1490.0
Order_No_19530,874.79
Order_No_7266,1562.02
Order_No_14776,881.45
Order_No_8187,1896.07
Order_No_11058,494.49
Order_No_24929,2020.13
Order_No_14431,1280.74
Order_No_23643,985.15
Order_No_5633,1598.92
Order_No_21622,632.84
Order_No_1008,1321.79
Order_No_8970,1579.63
Order_No_16328,1278.15
Order_No_5604,1134.9
Order_No_23474,1355.67
Order_No_10688,1695.54
Order_No_18491,861.74
Order_No_20857,1623.41
Order_No_28176,1676.32
Order_No_13933,1369.64
Order_No_21397,1273.42
Order_No_27085,1022.84
Order_No_9860,1487.86
Order_No_19842,1323.48
Order_No_2690,1366.61
Order_No_13189,863.27
Order_No_21567,1243.69
Order_No_26409,1197.76
Order_No_13863,3639.31
Order_No_4153,1206.08
Order_No_27691,1507.27
Order_No_11007,1659.98
Order_No_22244,1438.08
Order_No_1004,1157.8
Order_No_27383,1752.54
Order_No_2127,1443.69
Order_No_18020,2458.49
Order_No_8516,2037.4
Order_No_10405,1427.14
Order_No_1078,1521.05
Order_No_11513,1491.29
Order_No_12856,1471.44
Order_No_11810,754.4
Order_No_23272,1837.16
Order_No_20209,1220.15
Order_No_12748,1383.66
Order_No_12539,1297.88
Order_No_5529,1908.77
Order_No_2518,752.75
Order_No_21137,1086.0
Order_No_27969,1517.65
Order_No_23008,1235.2
Order_No_5583,1562.63
Order_No_4761,1342.44
Order_No_9669,1648.37
Order_No_24806,1168.07
Order_No_18985,1702.29
Order_No_12565,1837.8
Order_No_9560,889.53
Order_No_18862,927.15
Order_No_4922,1268.69
Order_No_21441,1104.75
Order_No_9159,1463.44
Order_No_9022,2342.41
Order_No_27049,1423.81
Order_No_26486,1824.67
Order_No_4097,1088.9
Order_No_23139,859.66
Order_No_25363,840.57
Order_No_26892,698.28
Order_No_3469,612.18
Order_No_23231,1294.48
Order_No_15424,2264.63
Order_No_19610,2434.67
Order_No_24926,903.8
Order_No_637,639.57
Order_No_27648,1148.12
Order_No_25227,2304.72
Order_No_9982,1652.62
Order_No_4345,2142.78
Order_No_8175,1005.43
Order_No_2570,902.58
Order_No_3236,2062.41
Order_No_19276,1106.32
Order_No_3115,2226.51
Order_No_2920,2491.74
Order_No_25352,1694.1
Order_No_27839,878.74
Order_No_9256,1703.27
Order_No_482,1888.45
Order_No_13576,792.04
Order_No_19782,1812.53
Order_No_22117,1548.27
Order_No_3924,2187.98
Order_No_16930,2234.16
Order_No_9752,1318.21
Order_No_18856,1203.45
Order_No_1465,1567.14
Order_No_2207,1905.87
Order_No_26647,800.85
Order_No_9598,2445.3
Order_No_6136,1374.69
Order_No_20868,2107.99
Order_No_11640,1409.94
Order_No_21036,1393.82
Order_No_9937,2621.04
Order_No_1938,1659.62
Order_No_14352,4187.8
Order_No_8111,1555.74
Order_No_1288,1888.98
Order_No_17199,2843.59
Order_No_24205,641.94
Order_No_15545,1806.59
Order_No_8149,1648.33
Order_No_10383,1404.74
Order_No_7098,1687.36
Order_No_13355,2523.25
Order_No_26792,931.06
Order_No_13673,1864.96
Order_No_19983,1278.63
Order_No_23886,1657.83
Order_No_17985,1074.27
Order_No_13813,1051.31
Order_No_21233,1594.34
Order_No_40,937.32
Order_No_15654,1064.57
Order_No_24330,954.17
Order_No_6840,1605.67
Order_No_19400,2251.71
Order_No_6424,2003.61
Order_No_0,1595.67
Order_No_1948,1699.48
Order_No_14959,908.52
Order_No_15036,589.43
Order_No_6783,1824.47
Order_No_19301,1031.63
Order_No_19236,1495.07
Order_No_20758,1162.84
Order_No_20276,814.36
Order_No_23465,784.01
Order_No_23480,1464.55
Order_No_10219,1726.72
Order_No_23825,1209.47
Order_No_21537,1448.83
Order_No_14307,535.72
Order_No_12599,1228.33
Order_No_20086,1313.15
Order_No_16151,2272.88
Order_No_19898,1026.66
Order_No_5079,884.28
Order_No_5214,1037.98
Order_No_2073,2753.88
Order_No_9998,1447.23
Order_No_7108,1786.89
Order_No_15679,1566.37
Order_No_24154,1367.75
Order_No_22713,1066.04
Order_No_11668,1967.43
Order_No_4660,1701.61
Order_No_14109,1318.37
Order_No_25088,2150.22
Order_No_16572,1019.85
Order_No_10080,1065.5
Order_No_3932,1309.29
Order_No_18616,1607.72
Order_No_19394,2565.14
Order_No_16721,437.26
Order_No_24724,1766.26
Order_No_11295,1348.99
Order_No_9978,1742.05
Order_No_26105,924.91
Order_No_1112,1830.23
Order_No_18747,2569.63
Order_No_21720,1695.96
Order_No_152,901.6
Order_No_26186,2042.4
Order_No_12831,2040.57
Order_No_13821,954.27
Order_No_653,2330.52
Order_No_5489,746.94
Order_No_17245,1258.35
Order_No_22849,1941.95
Order_No_19745,1079.71
Order_No_20148,1469.95
Order_No_20574,1269.93
Order_No_459,1837.99
Order_No_14453,1271.93
Order_No_1356,1291.96
Order_No_15141,827.24
Order_No_25880,1392.08
Order_No_25118,2416.4
Order_No_12977,1975.47
Order_No_6639,1136.75
Order_No_19810,832.03
Order_No_17504,1315.02
Order_No_399,980.29
Order_No_13027,3289.1
Order_No_7193,1840.56
Order_No_1115,934.47
Order_No_14790,2245.19
Order_No_27724,1786.28
Order_No_15235,3464.52
Order_No_24075,1617.61
Order_No_18672,1701.68
Order_No_7833,1318.5
Order_No_9084,1567.73
Order_No_11596,1220.09
Order_No_10977,1772.85
Order_No_7261,1397.46
Order_No_380,1044.27
Order_No_17369,2404.77
Order_No_22984,1813.26
Order_No_21905,1839.48
Order_No_15515,726.41
Order_No_15426,553.16
Order_No_6549,2082.0
Order_No_15238,1755.07
Order_No_2433,2666.02
Order_No_18083,1915.91
Order_No_9621,843.53
Order_No_8499,2021.72
Order_No_9073,1609.46
Order_No_12853,2540.23
Order_No_23266,2179.09
Order_No_14405,2356.02
Order_No_18499,862.92
Order_No_23493,1155.71
Order_No_7079,2200.38
Order_No_4182,1103.92
Order_No_25009,1436.95
Order_No_8196,1019.62
Order_No_2274,1426.44
Order_No_26935,2116.16
Order_No_1237,2121.42
Order_No_8924,3216.18
Order_No_26255,1224.93
Order_No_20995,1915.04
Order_No_22833,1469.65
Order_No_7180,1013.57
Order_No_9866,1236.76
Order_No_26778,888.0
Order_No_22857,1621.79
Order_No_22660,1463.92
Order_No_14475,1280.4
Order_No_14799,3032.28
Order_No_12813,778.87
Order_No_7786,999.24
Order_No_15245,1315.99
Order_No_25049,948.32
Order_No_23161,2044.36
Order_No_16300,1160.15
Order_No_24973,1698.5
Order_No_13485,1172.52
Order_No_21191,1320.43
Order_No_1929,2332.52
Order_No_8098,2120.4
Order_No_5939,2362.63
Order_No_13578,1600.76
Order_No_7347,2192.08
Order_No_3494,1205.25
Order_No_19007,759.63
Order_No_9769,1367.29
Order_No_26436,1951.14
Order_No_25480,1040.2
Order_No_23237,1231.56
Order_No_20579,1390.55
Order_No_28243,1421.69
Order_No_2832,852.51
Order_No_3870,999.8
Order_No_17832,2437.55
Order_No_5740,1460.49
Order_No_17103,1351.85
Order_No_27825,1465.56
Order_No_13786,3824.19
Order_No_24974,1146.13
Order_No_11769,679.33
Order_No_18513,988.26
Order_No_1776,817.66
Order_No_23230,899.72
Order_No_7645,1668.36
Order_No_10130,1737.17
Order_No_19147,1019.59
Order_No_27116,875.29
Order_No_21929,1933.44
Order_No_21672,1822.67
Order_No_14929,1711.6
Order_No_11808,2017.72
Order_No_26156,2009.45
Order_No_6908,1312.83
Order_No_19807,794.45
Order_No_12880,1363.64
Order_No_1547,2308.64
Order_No_10387,995.83
Order_No_20876,767.31
Order_No_8864,1339.62
Order_No_23664,802.46
Order_No_12351,2205.86
Order_No_21917,1434.56
Order_No_11517,834.14
Order_No_25755,1971.13
Order_No_1924,618.99
Order_No_10052,1152.32
Order_No_15623,1198.0
Order_No_5801,2599.44
Order_No_1677,1620.89
Order_No_14791,1865.8
Order_No_10311,1737.81
Order_No_9095,1472.68
Order_No_20212,1619.48
Order_No_4631,1225.07
Order_No_27983,790.6
Order_No_23690,1263.18
Order_No_9896,1302.98
Order_No_6419,1157.84
Order_No_27099,2144.13
Order_No_27128,1222.9
Order_No_8329,1829.79
Order_No_25476,1025.24
Order_No_25575,2595.36
Order_No_27199,1607.19
Order_No_6579,2356.51
Order_No_26967,2022.97
Order_No_11280,401.77
Order_No_10660,1248.89
Order_No_20723,1389.44
Order_No_16228,1162.24
Order_No_3188,1548.05
Order_No_867,1187.04
Order_No_18462,1620.3
Order_No_20644,2092.27
Order_No_22927,805.89
Order_No_27202,1982.09
Order_No_12583,1470.75
Order_No_9729,1590.0
Order_No_3328,1602.72
Order_No_8953,2969.3
Order_No_3074,1421.11
Order_No_20197,1803.03
Order_No_17047,1750.51
Order_No_25090,1024.77
Order_No_21314,1682.22
Order_No_10722,1504.33
Order_No_15717,1793.64
Order_No_23711,3323.62
Order_No_21659,1689.08
Order_No_20441,1701.92
Order_No_24581,1993.89
Order_No_6179,1464.71
Order_No_20815,1160.48
Order_No_2344,1677.45
Order_No_12902,1487.42
Order_No_135,1014.06
Order_No_26580,1675.73
Order_No_1751,1179.68
Order_No_9709,1787.25
Order_No_2501,1510.25
Order_No_17871,872.29
Order_No_21452,901.98
Order_No_7297,1853.8
Order_No_20542,1393.25
Order_No_1513,1202.32
Order_No_21071,1871.99
Order_No_24692,3213.73
Order_No_4871,2169.77
Order_No_7987,1717.13
Order_No_4878,1067.11
Order_No_26159,1687.3
Order_No_13162,1482.15
Order_No_519,2380.58
Order_No_21050,839.25
Order_No_17446,1689.51
Order_No_9092,1149.95
Order_No_16340,1659.27
Order_No_21913,1590.86
Order_No_23243,1357.88
Order_No_23589,912.29
Order_No_11532,972.03
Order_No_21139,1065.08
Order_No_15387,1676.54
Order_No_5735,626.41
Order_No_1905,2125.11
Order_No_27442,832.12
Order_No_3439,1634.84
Order_No_2544,1444.55
Order_No_11152,1561.73
Order_No_27198,2524.78
Order_No_19472,1512.28
Order_No_13493,1253.82
Order_No_26088,1253.7
Order_No_10716,792.26
Order_No_11549,937.19
Order_No_3190,1303.82
Order_No_16876,2179.75
Order_No_16581,4227.98
Order_No_15873,1939.51
Order_No_16172,1927.78
Order_No_3225,3379.58
Order_No_17034,898.07
Order_No_8072,1988.36
Order_No_6325,1049.54
Order_No_16052,1524.12
Order_No_4548,974.37
Order_No_14533,822.03
Order_No_1047,1596.76
Order_No_17723,786.01
Order_No_6384,601.63
Order_No_3254,2820.4
Order_No_1550,840.51
Order_No_5515,1926.29
Order_No_25797,1418.41
Order_No_7796,1091.34
Order_No_27018,2335.81
Order_No_153,999.93
Order_No_16842,760.64
Order_No_24311,1757.61
Order_No_21793,1170.65
Order_No_15812,1877.13
Order_No_26485,1743.3
Order_No_4556,1368.9
Order_No_23866,1520.81
Order_No_13417,2296.25
Order_No_665,2633.04
Order_No_24545,1472.18
Order_No_18576,3414.54
Order_No_25287,1218.43
Order_No_26576,1977.71
Order_No_17256,1242.16
Order_No_20509,2183.51
Order_No_17571,2301.47
Order_No_15252,1698.5
Order_No_9281,1682.18
Order_No_3262,1858.8
Order_No_2862,1162.82
Order_No_15958,713.23
Order_No_20407,1325.93
Order_No_15905,1490.68
